Calendar Year,Scenario,Fuel Type,Output, Value 
2025,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2025,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2025,First Mover Advantage,Net Imports,Capacity Factor,
2025,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor,
2025,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor,
2025,First Mover Advantage,Other,Capacity Factor, 1 
2025,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2025,First Mover Advantage,Solar,Capacity Factor, 0 
2025,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2025,First Mover Advantage,Wind,Capacity Factor, 0 
2026,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2026,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2026,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2026,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2026,First Mover Advantage,Net Imports,Capacity Factor,
2026,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2026,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor,
2026,First Mover Advantage,Other,Capacity Factor, 1 
2026,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2026,First Mover Advantage,Solar,Capacity Factor, 0 
2026,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2026,First Mover Advantage,Wind,Capacity Factor, 0 
2027,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2027,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2027,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2027,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2027,First Mover Advantage,Net Imports,Capacity Factor,
2027,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2027,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor,
2027,First Mover Advantage,Other,Capacity Factor, 1 
2027,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2027,First Mover Advantage,Solar,Capacity Factor, 0 
2027,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2027,First Mover Advantage,Wind,Capacity Factor, 0 
2028,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2028,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2028,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2028,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2028,First Mover Advantage,Net Imports,Capacity Factor,
2028,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2028,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor,
2028,First Mover Advantage,Other,Capacity Factor, 1 
2028,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2028,First Mover Advantage,Solar,Capacity Factor, 0 
2028,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2028,First Mover Advantage,Wind,Capacity Factor, 0 
2029,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2029,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2029,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2029,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2029,First Mover Advantage,Net Imports,Capacity Factor,
2029,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2029,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor,
2029,First Mover Advantage,Other,Capacity Factor, 1 
2029,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2029,First Mover Advantage,Solar,Capacity Factor, 0 
2029,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2029,First Mover Advantage,Wind,Capacity Factor, 0 
2030,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2030,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2030,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2030,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2030,First Mover Advantage,Net Imports,Capacity Factor,
2030,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2030,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2030,First Mover Advantage,Other,Capacity Factor, 1 
2030,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2030,First Mover Advantage,Solar,Capacity Factor, 0 
2030,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2030,First Mover Advantage,Wind,Capacity Factor, 0 
2031,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2031,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2031,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2031,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2031,First Mover Advantage,Net Imports,Capacity Factor,
2031,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2031,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2031,First Mover Advantage,Other,Capacity Factor, 1 
2031,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2031,First Mover Advantage,Solar,Capacity Factor, 0 
2031,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2031,First Mover Advantage,Wind,Capacity Factor, 0 
2032,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2032,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2032,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2032,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2032,First Mover Advantage,Net Imports,Capacity Factor,
2032,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2032,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2032,First Mover Advantage,Other,Capacity Factor, 1 
2032,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2032,First Mover Advantage,Solar,Capacity Factor, 0 
2032,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2032,First Mover Advantage,Wind,Capacity Factor, 0 
2033,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2033,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2033,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2033,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2033,First Mover Advantage,Net Imports,Capacity Factor,
2033,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2033,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2033,First Mover Advantage,Other,Capacity Factor, 1 
2033,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2033,First Mover Advantage,Solar,Capacity Factor, 0 
2033,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2033,First Mover Advantage,Wind,Capacity Factor, 0 
2034,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2034,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2034,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2034,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2034,First Mover Advantage,Net Imports,Capacity Factor,
2034,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2034,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2034,First Mover Advantage,Other,Capacity Factor, 1 
2034,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2034,First Mover Advantage,Solar,Capacity Factor, 0 
2034,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2034,First Mover Advantage,Wind,Capacity Factor, 0 
2035,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2035,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2035,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2035,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2035,First Mover Advantage,Net Imports,Capacity Factor,
2035,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2035,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2035,First Mover Advantage,Other,Capacity Factor, 1 
2035,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2035,First Mover Advantage,Solar,Capacity Factor, 0 
2035,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2035,First Mover Advantage,Wind,Capacity Factor, 0 
2036,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 0 
2036,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2036,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2036,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2036,First Mover Advantage,Net Imports,Capacity Factor,
2036,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2036,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2036,First Mover Advantage,Other,Capacity Factor, 1 
2036,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2036,First Mover Advantage,Solar,Capacity Factor, 0 
2036,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2036,First Mover Advantage,Wind,Capacity Factor, 0 
2037,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2037,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2037,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2037,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2037,First Mover Advantage,Net Imports,Capacity Factor,
2037,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2037,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2037,First Mover Advantage,Other,Capacity Factor, 1 
2037,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2037,First Mover Advantage,Solar,Capacity Factor, 0 
2037,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2037,First Mover Advantage,Wind,Capacity Factor, 0 
2038,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2038,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2038,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor,
2038,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2038,First Mover Advantage,Net Imports,Capacity Factor,
2038,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2038,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2038,First Mover Advantage,Other,Capacity Factor, 1 
2038,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2038,First Mover Advantage,Solar,Capacity Factor, 0 
2038,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2038,First Mover Advantage,Wind,Capacity Factor, 0 
2039,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2039,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2039,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor,
2039,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2039,First Mover Advantage,Net Imports,Capacity Factor,
2039,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2039,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2039,First Mover Advantage,Other,Capacity Factor, 1 
2039,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2039,First Mover Advantage,Solar,Capacity Factor, 0 
2039,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2039,First Mover Advantage,Wind,Capacity Factor, 0 
2040,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2040,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2040,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor,
2040,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2040,First Mover Advantage,Net Imports,Capacity Factor,
2040,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2040,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2040,First Mover Advantage,Other,Capacity Factor, 1 
2040,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2040,First Mover Advantage,Solar,Capacity Factor, 0 
2040,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2040,First Mover Advantage,Wind,Capacity Factor, 0 
2041,First Mover Advantage,Natural Gas Combined-Cycle,Capacity Factor, 1 
2041,First Mover Advantage,Cogeneration,Capacity Factor, 1 
2041,First Mover Advantage,Coal to Gas - Steam Boiler,Capacity Factor,
2041,First Mover Advantage,Hydroelectric,Capacity Factor, 0 
2041,First Mover Advantage,Net Imports,Capacity Factor,
2041,First Mover Advantage,Combined-Cycle with CCUS,Capacity Factor, 1 
2041,First Mover Advantage,Hydrogen Simple Cycle,Capacity Factor, 0 
2041,First Mover Advantage,Other,Capacity Factor, 1 
2041,First Mover Advantage,Natural Gas Simple-Cycle,Capacity Factor, 0 
2041,First Mover Advantage,Solar,Capacity Factor, 0 
2041,First Mover Advantage,Storage - Battery,Capacity Factor, -   
2041,First Mover Advantage,Wind,Capacity Factor, 0 
2022,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2022,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2022,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2022,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2022,Renewables and Storage Rush,Net Imports,Capacity Factor,
2022,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2022,Renewables and Storage Rush,Storage - Battery,Capacity Factor, -   
2022,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2022,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2022,Renewables and Storage Rush,Other,Capacity Factor, 1 
2022,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2022,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2022,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2023,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2023,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2023,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2023,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2023,Renewables and Storage Rush,Net Imports,Capacity Factor,
2023,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2023,Renewables and Storage Rush,Storage - Battery,Capacity Factor, -   
2023,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2023,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2023,Renewables and Storage Rush,Other,Capacity Factor, 1 
2023,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2023,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2023,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2024,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2024,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2024,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2024,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2024,Renewables and Storage Rush,Net Imports,Capacity Factor,
2024,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2024,Renewables and Storage Rush,Storage - Battery,Capacity Factor, -   
2024,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2024,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2024,Renewables and Storage Rush,Other,Capacity Factor, 1 
2024,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2024,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2024,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2025,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2025,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2025,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2025,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2025,Renewables and Storage Rush,Net Imports,Capacity Factor,
2025,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2025,Renewables and Storage Rush,Storage - Battery,Capacity Factor, -   
2025,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2025,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2025,Renewables and Storage Rush,Other,Capacity Factor, 1 
2025,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2025,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2025,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2026,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2026,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2026,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2026,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2026,Renewables and Storage Rush,Net Imports,Capacity Factor,
2026,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2026,Renewables and Storage Rush,Storage - Battery,Capacity Factor, -   
2026,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2026,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2026,Renewables and Storage Rush,Other,Capacity Factor, 1 
2026,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2026,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2026,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2027,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2027,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2027,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2027,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2027,Renewables and Storage Rush,Net Imports,Capacity Factor,
2027,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2027,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2027,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2027,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2027,Renewables and Storage Rush,Other,Capacity Factor, 1 
2027,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2027,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2027,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2028,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2028,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2028,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2028,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2028,Renewables and Storage Rush,Net Imports,Capacity Factor,
2028,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2028,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2028,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor,
2028,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2028,Renewables and Storage Rush,Other,Capacity Factor, 1 
2028,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2028,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2028,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2029,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2029,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2029,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2029,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2029,Renewables and Storage Rush,Net Imports,Capacity Factor,
2029,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2029,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2029,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2029,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2029,Renewables and Storage Rush,Other,Capacity Factor, 1 
2029,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2029,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2029,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2030,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2030,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2030,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2030,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2030,Renewables and Storage Rush,Net Imports,Capacity Factor,
2030,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2030,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2030,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2030,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2030,Renewables and Storage Rush,Other,Capacity Factor, 1 
2030,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2030,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2030,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2031,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2031,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2031,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2031,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2031,Renewables and Storage Rush,Net Imports,Capacity Factor,
2031,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor,
2031,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2031,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2031,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor,
2031,Renewables and Storage Rush,Other,Capacity Factor, 1 
2031,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2031,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2031,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2032,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 0 
2032,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2032,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor, 0 
2032,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2032,Renewables and Storage Rush,Net Imports,Capacity Factor,
2032,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor, 0 
2032,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2032,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2032,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor, 0 
2032,Renewables and Storage Rush,Other,Capacity Factor, 1 
2032,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2032,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2032,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2033,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 0 
2033,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2033,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor,
2033,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2033,Renewables and Storage Rush,Net Imports,Capacity Factor,
2033,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor, 0 
2033,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2033,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2033,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor, 0 
2033,Renewables and Storage Rush,Other,Capacity Factor, 1 
2033,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2033,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2033,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2034,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 0 
2034,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2034,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor,
2034,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2034,Renewables and Storage Rush,Net Imports,Capacity Factor,
2034,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor, 0 
2034,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2034,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2034,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor, 0 
2034,Renewables and Storage Rush,Other,Capacity Factor, 1 
2034,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2034,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2034,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2035,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2035,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2035,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor,
2035,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2035,Renewables and Storage Rush,Net Imports,Capacity Factor,
2035,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor, 0 
2035,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2035,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2035,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor, 0 
2035,Renewables and Storage Rush,Other,Capacity Factor, 1 
2035,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2035,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2035,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2036,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2036,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2036,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor,
2036,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2036,Renewables and Storage Rush,Net Imports,Capacity Factor,
2036,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor, 0 
2036,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2036,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
2036,Renewables and Storage Rush,Hydrogen Simple Cycle,Capacity Factor, 0 
2036,Renewables and Storage Rush,Other,Capacity Factor, 1 
2036,Renewables and Storage Rush,Natural Gas Simple-Cycle,Capacity Factor, 0 
2036,Renewables and Storage Rush,Solar,Capacity Factor, 0 
2036,Renewables and Storage Rush,Wind,Capacity Factor, 0 
2037,Renewables and Storage Rush,Natural Gas Combined-Cycle,Capacity Factor, 1 
2037,Renewables and Storage Rush,Cogeneration,Capacity Factor, 1 
2037,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Capacity Factor,
2037,Renewables and Storage Rush,Hydroelectric,Capacity Factor, 0 
2037,Renewables and Storage Rush,Net Imports,Capacity Factor,
2037,Renewables and Storage Rush,Storage - Compressed Air,Capacity Factor, 0 
2037,Renewables and Storage Rush,Storage - Battery,Capacity Factor, 0 
2037,Renewables and Storage Rush,Storage - Pumped Hydro,Capacity Factor, 0 
